UserID,No_of_days_Visited_7_Days,Pageloads_last_7_days,Clicks_last_7_days,No_Of_Products_Viewed_15_Days,Most_Viewed_product_15_Days,User_Vintage,Most_Active_OS,Recently_Viewed_Product
U110986,1,9,1,7,PR100850,179,,PR100850
U110987,4,5,null,2,PR103325,113,,PR103325
U110989,null,null,null,2,PR100133,250,,PR100133
U110990,2,13,null,10,PR100251,120,,PR101148
U110991,1,null,3,2,Product101,284,,Product101
U110992,1,1,2,2,PR100636,88,,PR100636
U110993,null,null,null,1,PR100366,382,,PR100366
U110994,1,4,4,6,PR100781,207,,PR100781
U110995,1,3,null,6,PR105599,1031,,PR105599
U110996,1,1,null,1,PR100901,69,,PR100901
U110997,1,null,1,9,PR100272,80,,PR100272
U110998,3,3,6,8,PR100152,611,,PR100187
U110999,2,3,null,5,PR101091,599,,PR101091
U111000,1,1,1,4,PR100254,221,,PR100254
U111001,1,1,1,2,PR100557,1600,,PR100557
U111002,null,null,null,null,Product101,100,,PR100209
U111003,1,1,null,1,PR100910,179,,PR100910
U111004,1,null,1,1,Product101,101,,Product101
U111005,2,11,2,13,PR100428,547,,PR100428
U111006,1,1,1,2,PR100504,164,,PR100504
U111007,1,1,null,1,PR100885,70,,PR100885
U111008,3,2,null,6,PR100106,933,,PR100106
U111009,2,2,1,2,PR101217,248,,PR101217
U111010,1,1,null,1,PR100028,68,,PR100028
U111012,2,23,12,24,PR100241,93,,PR100219
U111013,1,null,1,1,Product101,688,,PR100177
U111014,3,13,11,41,PR101223,275,,PR100994
U111015,1,1,null,1,PR101510,1391,,PR101510
U111016,1,1,1,7,PR100102,348,,PR100254
U111018,2,1,null,1,Product101,568,,Product101
U111019,1,2,1,3,PR100686,54,,PR100686
U111020,null,null,null,6,PR100012,159,,PR100012
U111022,1,1,1,1,PR100017,885,,PR100017
U111023,2,6,6,4,PR100036,124,,PR100036
U111024,2,2,null,3,PR100017,348,,PR100017
U111025,1,1,1,1,PR101026,1930,,PR101026
U111026,2,2,null,4,PR100317,65,,PR101111
U111027,2,1,1,4,PR100073,810,,PR100073
U111028,null,null,null,3,PR101616,1574,,PR101616
U111029,1,1,null,1,PR100981,224,,PR100981
U111030,2,2,38,5,PR102978,98,,PR102978
U111031,2,1,2,8,PR101470,1178,,PR101470
U111032,1,null,8,2,Product101,417,,Product101
U111033,2,2,null,3,PR100850,375,,PR100850
U111034,2,3,1,3,PR100850,207,,PR100850
U111035,1,1,null,2,PR100862,108,,PR100862
U111036,4,3,null,2,PR100012,1222,,PR100012
U111037,null,null,null,1,PR101814,74,,PR101814
U111038,1,4,null,4,PR100428,202,,PR100428
U111039,1,null,1,2,Product101,458,,Product101
U111040,2,2,null,3,PR100184,195,,PR100184
U111041,null,null,null,2,PR101640,583,,PR101640
U111042,4,23,32,39,PR100390,244,,PR100390
U111043,4,6,4,13,PR101472,1185,,PR101472
U111044,1,13,5,8,PR100241,58,,PR100910
U111045,1,1,null,1,PR100792,108,,PR100792
U111046,2,7,1,5,PR100850,270,,PR100850
U111047,1,1,null,null,Product101,664,,Product101
U111048,1,4,5,13,PR100086,49,,PR100593
U111049,3,9,1,9,PR100453,136,,PR100039
U111050,1,5,1,5,PR100145,59,,PR100428
U111051,2,null,10,4,Product101,109,,PR100017
U111052,2,2,2,2,PR100036,125,,PR100036
U111053,1,1,null,16,PR101046,117,,PR101046
U111054,1,21,12,17,PR100123,173,,PR100123
U111055,null,null,null,2,PR100401,374,,PR100401
U111056,1,null,null,2,PR100244,114,,PR100244
U111057,4,16,38,7,PR100028,52,,PR100028
U111058,1,null,2,5,PR100217,69,,PR100393
U111059,1,1,null,1,Product101,1056,,Product101
U111060,1,1,8,3,PR100312,1973,,PR100312
U111061,1,null,1,1,Product101,110,,Product101
U111062,2,2,null,1,PR100017,79,,PR100017
U111063,1,1,null,1,PR100130,134,,PR100130
U111064,1,13,4,5,PR100872,248,,PR100241
U111065,2,1,1,2,PR100102,1460,,PR100102
U111066,1,null,1,1,Product101,245,,Product101
U111067,1,1,null,7,PR100141,628,,PR100301
U111068,2,3,5,7,PR101042,2126,,PR101042
U111069,2,4,1,4,PR100540,855,,PR100540
U111070,2,2,null,2,PR100390,866,,PR100390
U111071,1,3,12,11,PR100901,173,,PR100885
U111072,1,null,3,2,Product101,369,,Product101
U111073,2,9,3,5,PR100859,207,,PR100145
U111074,3,16,11,13,PR100145,207,,PR100080
U111075,2,4,2,6,PR100428,100,,PR100428
U111076,1,13,3,10,PR100910,58,,PR100885
U111077,1,3,2,4,PR100656,145,,PR100656
U111078,1,1,1,1,PR101207,695,,PR101207
U111079,1,1,null,4,PR100338,200,,PR100777
U111080,2,6,2,7,PR100145,207,,PR100147
U111081,1,null,2,3,Product101,122,,PR100113
U111082,1,1,null,2,PR100642,438,,PR100642
U111083,3,2,4,6,PR100051,158,,PR100051
U111084,1,1,1,1,PR100850,181,,PR100850
U111085,1,2,1,3,PR101385,203,,PR101385
U111087,1,1,null,4,PR100578,45,,PR100578
U111088,1,1,5,2,PR102546,66,,PR102546
U111089,null,null,null,null,Product101,398,,PR100374
U111090,1,1,2,2,PR100355,137,,PR100355
U111091,2,7,null,6,PR100145,476,,PR100850
U111092,1,12,8,11,PR100910,93,,PR100113
U111093,3,8,null,5,PR101148,179,,PR100428
U111094,1,6,null,4,PR100850,207,,PR100850
U111095,1,2,null,1,PR100085,2082,,PR100085
U111096,1,14,null,10,PR100145,248,,PR100254
U111097,null,null,null,1,Product101,390,,Product101
U111098,1,3,5,1,PR100017,198,,PR100017
U111099,1,1,null,1,PR100102,745,,PR100102
U111100,1,1,2,2,PR100342,107,,PR100342
U111101,1,1,2,5,PR100506,105,,PR100506
U111102,1,2,2,2,PR100081,59,,PR100081
U111103,1,1,null,1,PR100199,58,,PR100199
U111104,1,1,1,2,PR100017,1057,,PR100017
U111105,1,null,1,2,Product101,207,,PR100859
U111106,2,5,5,6,PR100428,411,,PR100428
U111107,2,3,null,2,PR100486,1409,,PR101271
U111108,2,5,null,5,PR100338,207,,PR100134
U111110,2,7,1,6,PR100428,229,,PR100428
U111111,2,3,21,6,PR100489,313,,PR100489
U111112,1,8,null,5,PR100850,207,,PR100428
U111113,2,2,2,5,PR104606,1075,,PR104606
U111114,2,8,null,6,PR100145,342,,PR100850
U111115,1,null,1,2,Product101,169,,Product101
U111116,2,6,null,3,PR100850,202,,PR100850
U111117,2,8,6,9,PR100145,417,,PR100081
U111118,1,3,null,3,PR100885,60,,PR100885
U111119,1,8,1,7,PR100428,230,,PR100522
U111120,2,4,null,3,PR100197,350,,PR100017
U111121,2,8,null,5,PR100428,123,,PR100428
U111122,2,3,4,7,PR101707,665,,PR101707
U111123,1,2,1,2,PR100850,202,,PR100850
U111124,1,5,1,3,PR100145,229,,PR100428
U111125,3,11,4,10,PR100885,155,,PR100268
U111126,null,null,null,8,PR110213,532,,PR100929
U111127,1,5,30,4,PR100885,81,,PR100629
U111128,1,1,1,1,PR101529,866,,PR101529
U111129,1,4,null,5,PR100850,179,,PR100850
U111130,1,null,null,1,Product101,196,,Product101
U111131,1,null,1,2,Product101,59,,Product101
U111132,3,4,null,5,PR100928,248,,PR100428
U111133,1,3,4,3,PR100876,114,,PR100876
U111134,1,null,2,2,Product101,59,,PR100051
U111135,1,3,5,2,PR100241,58,,PR100241
U111136,2,9,1,8,PR100428,207,,PR100081
U111137,2,12,7,9,PR100901,74,,PR100901
U111138,1,1,1,1,PR100134,255,,PR100134
U111139,1,null,1,5,PR100043,73,,PR100043
U111140,1,null,1,1,Product101,77,,Product101
U111141,2,3,1,4,PR100428,202,,PR100428
U111142,1,4,2,5,PR100850,341,,PR100850
U111143,1,null,null,null,Product101,295,,Product101
U111144,2,3,4,3,PR100807,86,,PR100807
U111145,1,3,7,6,PR100145,59,,PR100145
U111146,2,6,2,7,PR100145,246,,PR100428
U111147,1,null,3,1,Product101,62,,Product101
U111148,3,11,4,15,PR100209,541,,PR100209
U111149,1,1,null,1,PR100450,107,,PR100450
U111150,null,null,null,2,PR100474,417,,PR100474
U111151,1,1,null,1,PR100872,58,,PR100872
U111152,3,4,1,5,PR100943,530,,PR100943
U111153,1,5,2,7,PR100145,302,,PR100145
U111154,3,6,12,6,PR100872,60,,PR100342
U111155,1,2,1,1,PR102184,1693,,PR102184
U111156,1,5,4,5,PR100145,202,,PR100081
U111157,2,2,1,3,PR100147,550,,PR100147
U111158,1,1,null,1,PR100885,248,,PR100885
U111159,2,5,1,7,PR100178,230,,PR100145
U111160,1,12,21,13,PR102361,135,,PR102361
U111161,1,1,null,1,PR100749,71,,PR100749
U111162,3,4,11,3,PR100850,263,,PR100850
U111163,1,1,null,5,PR101042,766,,PR100415
U111164,2,3,9,9,PR100470,60,,PR100470
U111165,2,12,null,5,PR100428,59,,PR100147
U111166,2,2,2,2,PR100072,94,,PR100072
U111167,1,1,null,2,PR100885,86,,PR100885
U111168,2,5,15,9,PR104768,1987,,PR100975
U111169,1,3,null,3,PR100428,207,,PR100428
U111170,null,null,null,null,Product101,null,,Product101
U111172,1,2,null,2,PR100081,248,,PR100081
U111173,1,null,1,1,Product101,1855,,Product101
U111174,2,3,4,7,PR100072,90,,PR100102
U111175,1,5,8,7,PR100872,247,,PR100872
U111176,1,8,5,8,PR100241,58,,PR100629
U111177,1,1,1,3,PR100519,190,,PR100519
U111179,1,null,null,3,PR100047,207,,PR100047
U111180,2,3,2,8,PR100296,86,,PR100296
U111181,1,1,null,1,PR100881,1039,,PR100881
U111182,3,3,15,7,PR100238,905,,PR100238
U111183,1,2,null,2,PR102649,760,,PR102649
U111184,3,10,10,14,PR100732,131,,PR100732
U111185,5,19,171,15,PR101042,42,,PR101042
U111186,2,3,null,3,PR100244,87,,PR100244
U111187,2,3,3,5,PR100850,179,,PR100850
U111188,1,2,1,4,PR101004,207,,PR101004
U111189,1,4,2,5,PR100850,207,,PR100850
U111190,1,2,null,3,PR100859,944,,PR100859
U111191,2,15,3,10,PR100428,207,,PR100428
U111192,2,6,1,5,PR100126,808,,PR100126
U111193,1,1,1,2,PR100106,326,,PR100106
U111194,1,1,1,1,PR101425,187,,PR101425
U111195,2,1,1,3,PR101686,541,,PR101686
U111196,1,1,2,3,PR100761,81,,PR100761
U111197,1,4,2,5,PR100113,58,,PR100113
U111198,1,null,1,1,Product101,600,,Product101
U111199,1,1,null,4,PR100102,51,,PR100642
U111200,2,4,6,7,PR100145,275,,PR100145
U111201,1,null,null,1,Product101,133,,Product101
U111202,1,1,null,1,PR100200,86,,PR100200
U111203,1,6,null,3,PR100428,207,,PR100850
U111204,1,1,null,3,PR100184,49,,PR100184
U111205,1,3,null,3,PR100003,342,,PR100003
U111206,1,1,null,1,PR100917,481,,PR100917
U111207,1,1,null,1,PR100070,113,,PR100070
U111208,2,2,null,10,PR100080,97,,PR100073
U111209,1,4,null,7,PR100910,58,,PR100910
U111210,null,null,null,15,PR102327,837,,PR100312
U111211,2,3,1,2,PR100591,2210,,PR100591
U111212,2,5,null,5,PR100219,181,,PR100145
U111213,1,null,null,1,Product101,643,,Product101
U111214,1,1,null,1,PR102005,1392,,PR102005
U111215,1,1,1,1,Product101,74,,Product101
U111216,1,4,null,5,PR100850,207,,PR100428
U111217,5,10,15,6,PR100390,744,,PR100390
U111218,1,1,null,1,PR100471,80,,PR100471
U111219,1,11,8,10,PR100885,248,,PR100885
U111220,null,null,null,null,Product101,null,,Product101
U111221,1,1,null,1,PR100507,1104,,PR100507
U111222,2,5,null,6,PR100134,207,,PR100134
U111223,null,null,null,null,Product101,null,,Product101
U111224,1,7,1,4,PR100145,59,,PR100850
U111225,1,3,2,3,PR100541,192,,PR100541
U111226,1,null,5,1,Product101,46,,PR100318
U111227,2,7,40,14,PR100095,80,,PR105627
U111229,1,1,null,1,PR100199,301,,PR100199
U111230,2,3,2,5,PR100573,207,,PR100573
U111231,3,2,2,4,PR100768,207,,PR100768
U111233,1,1,null,1,PR100859,304,,PR100859
U111234,1,1,2,1,Product101,75,,Product101
U111235,1,2,1,2,PR100428,249,,PR100428
U111236,1,1,null,1,PR100086,52,,PR100086
U111237,1,1,3,2,PR100200,61,,PR100200
U111238,2,5,1,4,PR100147,927,,PR100147
U111239,1,1,null,1,PR100850,247,,PR100850
U111241,2,3,3,5,PR100859,207,,PR100859
U111242,1,1,null,11,PR100166,283,,PR100010
U111243,3,null,3,3,Product101,333,,PR100348
U111244,1,2,1,2,PR100431,295,,PR100431
U111245,2,2,1,2,PR100010,244,,PR100010
U111246,1,1,null,2,PR100362,1733,,PR100362
U111247,1,2,null,2,PR100781,341,,PR100781
U111248,2,1,null,1,PR100428,50,,PR100428
U111249,2,3,null,4,PR100850,207,,PR100850
U111250,1,1,1,1,PR100106,115,,PR100106
U111251,1,null,1,4,PR100456,1070,,PR100456
U111252,1,4,1,5,PR100241,82,,PR100241
U111253,null,null,null,null,Product101,null,,Product101
U111254,2,16,6,14,PR100910,247,,PR100872
U111255,2,1,null,3,PR100428,207,,PR100428
U111256,2,1,1,3,PR100017,207,,PR100017
U111257,2,4,44,2,PR100200,62,,PR100200
U111258,1,9,3,8,PR100219,169,,PR100219
U111259,2,2,null,2,PR100166,620,,PR100166
U111260,1,5,3,3,PR100872,58,,PR100872
U111261,2,1,4,3,PR100428,421,,PR100428
U111263,1,1,null,1,PR100070,121,,PR100070
U111264,1,null,19,2,Product101,79,,Product101
U111265,2,2,null,2,PR100974,48,,PR100974
U111266,2,2,105,5,PR100446,1219,,PR100446
U111267,3,2,3,1,PR100157,77,,PR100157
U111268,1,1,null,1,PR100184,85,,PR100184
U111269,2,2,2,4,PR101108,465,,PR101108
U111271,1,1,null,3,PR100027,88,,PR100027
U111272,1,3,4,9,PR100017,820,,PR100072
U111273,2,3,1,4,PR100279,79,,PR100279
U111274,1,3,1,4,PR100145,230,,PR100145
U111276,1,1,null,1,PR101049,162,,PR101049
U111277,2,2,null,11,PR100145,115,,PR100041
U111278,2,1,6,2,PR100003,301,,PR100003
U111279,1,null,1,1,Product101,42,,PR100066
U111280,3,9,5,9,PR100859,207,,PR100145
U111281,3,4,2,18,PR100044,421,,PR100308
U111282,null,null,null,4,PR101151,161,,PR101151
U111283,1,1,6,7,PR100200,167,,PR100200
U111284,3,4,2,8,PR100166,166,,PR100390
U111285,2,6,1,5,PR100428,207,,PR100428
U111286,1,1,3,3,PR100428,371,,PR100428
U111287,null,null,null,1,Product101,75,,Product101
U111288,2,1,2,3,PR100350,101,,PR100350
U111289,1,1,null,1,PR100707,413,,PR100707
U111290,1,1,null,1,PR100859,139,,PR100859
U111291,null,null,null,null,Product101,202,,PR100859
U111292,1,2,null,2,PR100241,246,,PR100241
U111294,1,1,2,7,PR100102,44,,PR100102
U111295,2,4,7,6,PR100123,96,,PR100123
U111296,2,3,6,6,PR100166,114,,PR100166
U111299,1,1,3,5,PR100219,60,,PR100219
U111300,3,4,4,8,PR100378,62,,PR100580
U111301,2,5,null,4,PR100428,207,,PR100428
U111303,1,3,1,1,PR100097,71,,PR100097
U111304,1,1,null,1,PR100015,153,,PR100015
U111305,2,1,1,2,PR100859,207,,PR100859
U111306,2,4,null,4,PR100015,457,,PR100015
U111307,1,1,null,2,PR101194,111,,PR101194
U111308,1,1,null,1,PR100039,1123,,PR100039
U111309,3,26,2,17,PR100241,202,,PR100145
U111310,1,1,1,1,PR100309,590,,PR100309
U111311,1,1,null,1,PR100339,63,,PR100339
U111312,1,null,2,1,Product101,158,,Product101
U111313,3,5,2,9,PR100069,242,,PR100301
U111314,3,6,2,8,PR100469,270,,PR100176
U111315,2,5,4,7,PR102384,501,,PR102384
U111316,1,1,null,1,PR100402,81,,PR100402
U111317,2,2,1,2,PR100359,382,,PR100359
U111318,2,11,25,6,PR100206,298,,PR100374
U111319,2,3,null,3,PR100574,796,,PR100574
U111320,2,1,3,2,PR100237,97,,PR100237
U111321,2,4,2,12,PR100005,397,,PR100072
U111322,1,1,null,4,PR100166,44,,PR100948
U111323,2,5,4,5,PR100428,207,,PR100428
U111324,2,3,2,9,PR100209,234,,PR100209
U111326,2,2,2,3,PR100197,45,,PR100197
U111327,null,null,null,2,PR100401,114,,PR100401
U111328,1,5,5,4,PR101030,359,,PR100017
U111329,null,null,null,null,Product101,207,,PR100145
U111330,1,null,4,4,PR100028,57,,PR100028
U111331,1,2,2,2,PR100453,58,,PR100453
U111332,1,null,null,3,PR102075,231,,PR102075
U111333,1,1,1,2,PR100017,480,,PR100017
U111334,1,1,null,2,PR101039,134,,PR101039
U111335,1,1,null,1,PR100859,45,,PR100859
U111336,3,2,13,10,PR101667,809,,PR101667
U111337,2,4,null,3,PR100219,206,,PR100219
U111338,1,1,1,1,PR100199,52,,PR100199
U111339,null,null,null,1,PR100881,975,,PR100881
U111340,1,1,null,1,PR100145,207,,PR100145
U111341,4,8,38,14,PR100415,45,,PR100415
U111342,2,2,1,3,PR101587,1642,,PR101587
U111343,1,1,1,2,PR100017,307,,PR100017
U111344,1,2,1,1,PR100017,322,,PR100017
U111345,3,1,12,2,PR100519,237,,PR100519
U111346,1,2,null,2,PR100499,154,,PR100499
U111347,1,3,6,8,PR100123,289,,PR100390
U111348,2,1,3,3,PR100036,76,,PR100036
U111349,1,5,3,4,PR100629,58,,PR100629
U111350,1,5,1,4,PR100145,151,,PR100145
U111353,1,1,null,1,PR100022,373,,PR100022
U111354,1,4,4,14,PR100070,120,,PR104950
U111355,3,3,7,11,PR100199,173,,PR100060
U111356,4,11,12,7,PR100444,905,,PR101181
U111357,1,1,1,2,PR100405,407,,PR100405
U111358,1,2,2,2,PR100017,1138,,PR100017
U111359,2,3,3,2,PR100060,289,,PR100060
U111360,1,1,null,1,PR100629,233,,PR100629
U111362,1,1,null,5,PR100015,128,,PR100015
U111363,1,1,1,1,PR100402,1265,,PR100402
U111364,1,1,null,1,PR100428,179,,PR100428
U111365,1,null,1,1,Product101,241,,Product101
U111366,1,4,7,5,PR101330,206,,PR101330
U111367,3,5,21,12,PR104284,46,,PR106942
U111368,1,1,null,2,PR100885,471,,PR100885
U111369,1,3,4,3,PR100241,58,,PR100241
U111370,3,3,24,6,PR100017,1789,,PR100017
U111371,1,1,1,2,PR100017,207,,PR100017
U111372,2,2,2,4,PR100147,249,,PR100147
U111373,1,null,1,1,Product101,108,,Product101
U111374,1,2,null,1,PR100087,47,,PR100087
U111375,3,12,30,24,PR101086,173,,PR100064
U111376,2,1,3,3,PR100533,116,,PR100533
U111377,1,null,1,1,Product101,165,,Product101
U111378,2,11,27,14,PR100166,118,,PR100166
U111379,4,5,15,6,PR100133,194,,PR100532
U111380,1,1,null,1,PR100620,174,,PR100620
U111381,3,3,1,4,PR100739,222,,PR100470
U111382,2,3,null,2,PR100145,246,,PR100469
U111383,null,null,null,null,Product101,null,,Product101
U111384,1,1,null,1,PR100470,146,,PR100470
U111385,1,1,4,25,PR110512,112,,PR101575
U111386,1,1,1,1,PR102845,120,,PR102845
U111387,5,6,12,17,PR100417,666,,PR100178
U111388,3,5,26,13,PR101207,50,,PR101207
U111389,1,null,2,2,Product101,157,,Product101
U111390,1,5,11,13,PR101151,173,,PR101151
U111391,1,null,3,2,Product101,108,,Product101
U111392,2,5,1,5,PR100145,59,,PR100145
U111393,1,2,null,1,PR100060,207,,PR100060
U111394,1,1,1,4,PR100460,477,,PR100460
U111395,2,4,null,5,PR100642,1165,,PR100642
U111396,2,5,3,19,PR100390,548,,PR100390
U111398,3,4,2,5,PR100147,65,,PR100147
U111399,1,3,3,4,PR100044,685,,PR100044
U111400,1,1,1,2,PR100340,52,,PR100340
U111401,2,3,1,4,PR100469,65,,PR100469
U111402,null,null,null,5,PR100200,54,,PR100200
U111403,2,2,1,4,PR100142,170,,PR100142
U111404,2,2,10,6,PR100102,1919,,PR100102
U111405,3,1,null,2,PR100166,113,,PR100166
U111406,1,2,1,4,PR100017,295,,PR100017
U111407,1,1,null,2,PR100298,907,,PR100298
U111408,2,9,20,14,PR100287,181,,PR100287
U111409,3,2,4,9,PR100740,644,,PR100181
U111410,1,2,null,1,PR100274,243,,PR100274
U111411,1,1,null,1,PR100850,179,,PR100850
U111412,2,6,2,8,PR100145,216,,PR100017
U111413,2,2,null,2,PR102574,75,,PR102574
U111414,2,3,3,4,PR100044,1410,,PR100044
U111415,2,2,1,2,PR100648,395,,PR100648
U111416,2,16,60,17,PR100017,55,,PR100166
U111417,1,2,null,1,PR100115,57,,PR100115
U111418,1,null,9,2,Product101,258,,Product101
U111419,1,null,1,5,PR100732,1039,,PR109015
U111420,3,4,12,6,PR100060,299,,PR100060
U111421,1,1,57,3,PR101575,17,,PR101575
U111422,1,5,19,5,PR101030,112,,PR100056
U111423,5,33,36,27,PR100072,615,,PR100691
U111424,1,null,9,2,Product101,340,,Product101
U111425,2,3,12,3,PR100102,437,,PR100102
U111426,2,3,10,4,PR100113,61,,PR100113
U111427,2,4,1,4,PR100241,207,,PR100850
U111428,1,2,null,2,PR100134,232,,PR100134
U111429,1,1,null,1,PR100022,914,,PR100022
U111430,3,2,2,4,PR100017,945,,PR100017
U111431,1,null,2,1,Product101,1201,,Product101
U111432,1,1,null,2,PR100767,379,,PR100767
U111433,3,2,10,3,PR101472,563,,PR101472
U111434,1,1,null,1,PR102624,600,,PR102624
U111436,1,1,null,null,Product101,374,,Product101
U111437,2,3,3,6,PR100017,50,,PR100095
U111438,2,2,1,1,PR100339,700,,PR100339
U111439,1,1,1,1,PR100470,272,,PR100470
U111440,2,3,8,4,PR100005,343,,PR100005
U111441,1,1,null,3,PR100359,43,,PR100217
U111442,1,1,null,1,PR100184,74,,PR100184
U111443,2,6,23,8,PR101030,990,,PR100470
U111444,1,1,2,2,PR100694,83,,PR100694
U111445,1,2,null,3,PR100261,167,,PR100261
U111446,1,null,3,6,PR100102,42,,PR100102
U111447,1,6,21,6,PR100017,449,,PR100017
U111448,1,1,null,3,PR102951,231,,PR102951
U111449,2,2,null,4,PR100141,546,,PR100141
U111450,3,3,6,13,PR100187,648,,PR100113
U111451,1,1,null,2,PR100041,1460,,PR100041
U111452,2,1,3,2,PR100771,119,,PR100771
U111453,1,null,2,1,Product101,249,,Product101
U111454,1,1,null,null,Product101,958,,Product101
U111455,2,1,5,6,PR100071,223,,PR100071
U111456,1,null,null,1,Product101,170,,Product101
U111458,1,2,null,2,PR101540,317,,PR101540
U111459,1,1,5,2,PR100052,65,,PR100052
U111460,2,1,2,3,PR100859,229,,PR100859
U111462,2,2,null,3,PR100178,237,,PR100355
U111463,1,1,null,1,PR100017,124,,PR100017
U111464,2,2,null,3,PR100461,195,,PR100461
U111465,2,3,7,8,PR100269,87,,PR100269
U111466,1,3,4,6,PR100401,123,,PR100401
U111467,2,2,null,2,PR100200,91,,PR100200
U111468,1,2,null,2,PR100686,51,,PR100686
U111469,1,null,1,1,Product101,729,,PR100054
U111470,1,1,null,1,PR100187,1855,,PR100187
U111471,2,4,11,6,PR100436,855,,PR100436
U111472,1,null,6,2,Product101,97,,Product101
U111473,1,1,45,4,PR100209,1682,,PR100209
U111474,2,1,3,3,PR100567,832,,PR100567
U111475,2,1,null,4,PR100071,413,,PR100071
U111476,1,1,1,2,PR100470,58,,PR100470
U111477,3,2,1,1,PR100086,305,,PR100086
U111478,1,2,1,4,PR100219,51,,PR100219
U111479,1,1,null,1,PR100771,241,,PR100771
U111480,1,2,3,8,PR100515,1620,,PR100515
U111482,2,2,null,2,PR100250,69,,PR100250
U111483,1,null,1,1,Product101,601,,Product101
U111484,1,1,1,2,PR100283,60,,PR100283
U111485,2,2,null,2,PR100017,613,,PR100017
U111487,1,1,1,2,PR100040,122,,PR100040
U111488,1,1,null,1,PR100181,706,,PR100181
U111489,2,2,17,11,PR100092,473,,PR100092
U111490,3,8,47,11,PR100036,962,,PR100060
U111491,2,14,26,27,PR100166,622,,PR100390
U111492,1,3,null,2,PR100330,452,,PR100330
U111493,1,1,null,1,PR100060,1881,,PR100060
U111494,4,2,14,2,PR100397,636,,PR100397
U111495,2,1,13,8,PR100117,577,,PR100117
U111496,null,null,null,null,Product101,110,,Product101
U111497,1,1,null,1,PR100106,276,,PR100106
U111498,1,1,null,1,PR100102,412,,PR100102
U111499,3,2,3,12,PR100003,2256,,PR100003
U111500,null,null,null,1,PR100054,236,,PR100054
U111501,1,1,null,1,PR100064,303,,PR100064
U111502,1,1,11,2,PR100253,118,,PR100253
U111503,2,2,null,3,PR100312,138,,PR100312
U111504,3,3,12,5,PR100086,558,,PR100086
U111505,1,null,1,1,Product101,59,,Product101
U111506,3,4,14,4,PR100096,173,,PR100051
U111507,1,1,null,1,PR100408,266,,PR100408
U111508,1,null,null,1,Product101,220,,Product101
U111509,1,1,null,5,PR101814,55,,PR101864
U111510,2,4,null,19,PR100047,110,,PR101156
U111511,1,1,1,3,PR101062,110,,PR101062
U111512,2,4,3,3,PR100178,877,,PR100178
U111513,null,null,null,null,Product101,null,,Product101
U111514,2,1,null,2,PR100470,71,,PR100470
U111515,1,1,null,1,PR100885,109,,PR100885
U111516,1,1,null,1,PR100102,71,,PR100102
U111517,1,1,null,1,PR100039,69,,PR100039
U111518,null,null,null,3,PR100420,241,,PR100420
U111519,2,8,36,12,PR100044,59,,PR100044
U111520,2,4,1,9,PR100070,81,,PR100070
U111521,1,1,null,5,PR100102,335,,PR100102
U111522,1,1,null,1,PR100885,69,,PR100885
U111523,2,1,5,4,PR100097,372,,PR100097
U111524,2,1,null,3,PR100206,537,,PR101822
U111525,2,null,14,4,Product101,78,,PR100923
U111527,1,1,null,4,PR100510,363,,PR100510
U111528,null,null,null,1,Product101,670,,PR100166
U111529,1,null,null,1,Product101,627,,Product101
U111530,2,2,4,4,PR101188,198,,PR101188
U111531,1,1,null,3,PR100157,335,,PR100141
U111532,2,1,12,3,PR100758,1516,,PR100758
U111533,1,2,8,4,PR100515,402,,PR100515
U111534,1,null,1,1,Product101,205,,Product101
U111535,2,3,1,35,PR100085,1074,,PR100047
U111536,1,null,2,2,Product101,88,,Product101
U111537,1,7,6,5,PR100390,1963,,PR100390
U111538,null,null,null,null,Product101,null,,Product101
U111539,4,3,5,4,PR100102,347,,PR100102
U111540,1,1,null,1,PR100728,48,,PR100728
U111541,1,1,4,1,PR100017,601,,PR100017
U111543,2,2,null,3,PR100352,922,,PR100352
U111544,1,1,2,2,PR100401,107,,PR100401
U111545,2,1,1,3,PR100401,279,,PR100401
U111546,2,1,null,2,PR100113,86,,PR100113
U111547,1,1,null,1,PR100688,1179,,PR100688
U111548,2,2,null,3,PR100470,129,,PR100470
U111549,1,1,10,4,PR100614,636,,PR100614
U111550,2,5,4,3,PR100036,44,,PR100036
U111551,2,8,3,7,PR100905,267,,PR100905
U111552,1,1,null,1,PR100052,95,,PR100052
U111553,1,1,null,1,PR100287,872,,PR100287
U111554,1,1,2,3,PR100145,482,,PR100145
U111555,2,4,4,2,PR100102,1125,,PR100640
U111556,1,null,null,1,Product101,74,,Product101
U111557,1,null,7,2,Product101,139,,Product101
U111558,1,5,null,8,PR100767,208,,PR100975
U111559,1,null,35,2,Product101,91,,Product101
U111560,1,2,null,1,PR100184,56,,PR100184
U111561,1,1,null,1,PR100269,74,,PR100269
U111562,2,2,15,8,PR100274,57,,PR100250
U111563,4,2,3,5,PR100070,408,,PR100070
U111564,null,null,null,1,PR100190,230,,PR100190
U111565,1,1,1,1,PR100028,105,,PR100028
U111566,3,2,3,4,PR100200,238,,PR100200
U111567,null,null,null,1,PR100017,130,,PR100017
U111568,1,null,1,3,Product101,248,,Product101
U111569,2,3,null,3,PR100350,750,,PR100576
U111570,1,1,null,2,PR100184,1553,,PR100184
U111571,1,1,1,3,PR100021,46,,PR100021
U111572,2,3,20,6,PR100113,243,,PR100113
U111573,1,1,null,1,PR100102,249,,PR100102
U111574,null,null,null,2,PR101637,151,,PR101637
